family,spearman_geodesic_speciestree
adam_metallopeptidase,0.38516474504529297
adamts_metallopeptidase,0.3106763447516876
adrenoceptor,0.6486043550316732
alcohol_dehydrogenase,0.30916035835821926
aldehyde_dehydrogenase,0.41150140368955873
aldo_keto_reductase,0.4643979816249208
alkaline_phosphatase,0.3896103896103896
arachidonate_lipoxygenase,0.5437047882505052
arf_gtpase,0.4248799632798214
carbonic_anhydrase,0.42079087249525315
cxc_chemokine_receptor,0.4694475157340368
cytochrome_p450,0.4943585732046795
dopamine_receptor,0.49988688317654295
ectonucleotide_pyrophosphatase,0.4106213132208158
ferritin,0.3236850687094816
flavin_monooxygenase,0.4771157516534655
globins,0.4017753649278352
glutamate_metabotropic,0.30877732720378137
glutaredoxin,0.40518924775536186
glutathione_peroxidase,0.44091274854654966
glutathione_s_transferase,0.2980591333595811
guanylate_binding_protein,0.4286561264822134
heme_oxygenase,0.4156852581380883
histamine_receptor,0.33215167608984203
histone_deacetylase_classI,0.34903108247028214
histone_h4,-0.09128842172320434
hox,0.545835233132969
m14_carboxypeptidase,0.43976561256859653
matrix_metalloproteinase,0.4867785907872589
metallothionein,0.4313743067636818
muscarinic_receptor,0.691097910146717
nadph_oxidase,0.26040679877533274
nitric_oxide_synthase,0.49188243561155365
olfactory_receptors,0.44217049492199323
opsins,0.3012385801694326
p2y_receptor,0.41190914392071365
peroxidase,0.46945757082322626
peroxiredoxin,0.5834371296725733
phosphodiesterase,0.43002581150576763
rab_gtpase,0.41919761831367036
ras_gtpases,0.40855173288576146
rho_gtpase,0.43946709038411846
serine_protease,0.4628565890789042
serotonin_receptor,0.5594520287509004
steap_metalloreductase,0.46608015602493164
sulfotransferase,0.3921722447962757
taste2_receptor,0.508081903743542
udp_glucuronosyltransferase,0.5383770863717388
