family,spearman_geodesic_gc
adam_metallopeptidase,0.27113196082523594
adamts_metallopeptidase,0.208446506857725
adrenoceptor,0.5464164425925745
alcohol_dehydrogenase,0.22064290575584775
aldehyde_dehydrogenase,0.1655272241451922
aldo_keto_reductase,0.3185668044129867
alkaline_phosphatase,0.28221370779947647
arachidonate_lipoxygenase,0.3270188516510644
arf_gtpase,0.39067341753110435
carbonic_anhydrase,0.28605267428482584
cxc_chemokine_receptor,0.5357139016494364
cytochrome_p450,0.288939950001319
dopamine_receptor,0.36085349681085466
ectonucleotide_pyrophosphatase,0.21700226883920287
ferritin,0.39374121361724096
flavin_monooxygenase,0.23984620750927607
globins,0.49433876894131484
glutamate_metabotropic,0.2846559009211216
glutaredoxin,0.4792277718736761
glutathione_peroxidase,0.4465414493064252
glutathione_s_transferase,0.22999211041123052
guanylate_binding_protein,0.3158324048998731
heme_oxygenase,0.4471525540593034
histamine_receptor,0.22879488783412338
histone_deacetylase_classI,0.16827264196167696
histone_h4,0.7674700568520216
hox,0.47186752132720794
m14_carboxypeptidase,0.20613172564033347
matrix_metalloproteinase,0.31603781018507365
metallothionein,0.12657177157651048
muscarinic_receptor,0.521122124378766
nadph_oxidase,0.10123461940548702
nitric_oxide_synthase,0.4577734271492336
olfactory_receptors,0.3879855298008648
opsins,0.24075127434522256
p2y_receptor,0.2822093850838519
peroxidase,0.2757232248895683
peroxiredoxin,0.3869071712566473
phosphodiesterase,0.21266959305202723
rab_gtpase,0.29066666244440786
ras_gtpases,0.30325136687018117
rho_gtpase,0.3659305950923084
serine_protease,0.2735821207975545
serotonin_receptor,0.32852259562079433
steap_metalloreductase,0.27770040760384795
sulfotransferase,0.18709493101533087
taste2_receptor,0.369522973620709
udp_glucuronosyltransferase,0.08560920530523289
