family,spearman_geodesic_speciestree
adam_metallopeptidase,0.2494826048046331
adamts_metallopeptidase,0.1730139626074801
adrenoceptor,0.5942955483923277
alcohol_dehydrogenase,0.31091742482116813
aldehyde_dehydrogenase,0.19571365556818024
aldo_keto_reductase,0.32793053677867423
alkaline_phosphatase,0.20444493586908444
arachidonate_lipoxygenase,0.44582470390227763
arf_gtpase,0.2574235467987822
carbonic_anhydrase,0.19425245155833887
cxc_chemokine_receptor,0.46274603357282734
cytochrome_p450,0.3094248543787068
dopamine_receptor,0.409911732030113
ectonucleotide_pyrophosphatase,0.21961640009879632
ferritin,0.2453611915481248
flavin_monooxygenase,0.277317268718755
globins,0.3556296245219545
glutamate_metabotropic,0.1727312478159272
glutaredoxin,0.3017030753947472
glutathione_peroxidase,0.3071049587716913
glutathione_s_transferase,0.1587064725661283
guanylate_binding_protein,0.3826745718050065
heme_oxygenase,0.3892245211098525
histamine_receptor,0.17691403534139485
histone_deacetylase_classI,0.11699738553293401
histone_h4,-0.00509635292243988
hox,0.4536891804015153
m14_carboxypeptidase,0.23715518517348474
matrix_metalloproteinase,0.3448183138325249
metallothionein,0.25821937740184686
muscarinic_receptor,0.5190281759770546
nadph_oxidase,0.11867155963999937
nitric_oxide_synthase,0.4078381277726799
olfactory_receptors,0.3428812950391255
opsins,0.22194304607230433
p2y_receptor,0.40784766748256135
peroxidase,0.3027211231073246
peroxiredoxin,0.3476397212764565
phosphodiesterase,0.28650022534218356
rab_gtpase,0.22509613620406038
ras_gtpases,0.2645033141698482
rho_gtpase,0.31343258087174064
serine_protease,0.34493458207966515
serotonin_receptor,0.48443301442175446
steap_metalloreductase,0.18958345186615042
sulfotransferase,0.23151648547122697
taste2_receptor,0.4307650845791419
udp_glucuronosyltransferase,0.4437349044300916
