layer,condition,axis,family,rho
2,paired_p3_syn,within_family,alcohol_dehydrogenase,0.962546010139593
2,paired_p3_syn,within_family,aldehyde_dehydrogenase,0.9446755916441044
2,paired_p3_syn,within_family,aldo_keto_reductase,0.9444380009365744
2,paired_p3_syn,within_family,alkaline_phosphatase,0.9630995939045474
2,paired_p3_syn,within_family,arachidonate_lipoxygenase,0.9527709852740008
2,paired_p3_syn,within_family,arf_gtpase,0.9257794392346526
2,paired_p3_syn,within_family,carbonic_anhydrase,0.9026888776993048
2,paired_p3_syn,within_family,cxc_chemokine_receptor,0.9337948024908492
2,paired_p3_syn,within_family,cytochrome_p450,0.932632316199724
2,paired_p3_syn,within_family,dopamine_receptor,0.8279560437794128
2,paired_p3_syn,within_family,ectonucleotide_pyrophosphatase,0.9304275169918844
2,paired_p3_syn,within_family,ferritin,0.8650714471918843
2,paired_p3_syn,within_family,flavin_monooxygenase,0.8775480056677429
2,paired_p3_syn,within_family,globins,0.9490620619704304
2,paired_p3_syn,within_family,glutamate_metabotropic,0.930736444122326
2,paired_p3_syn,within_family,glutaredoxin,0.9304541885580996
2,paired_p3_syn,within_family,glutathione_peroxidase,0.8375065355696182
2,paired_p3_syn,within_family,glutathione_s_transferase,0.8311302649067712
2,paired_p3_syn,within_family,guanylate_binding_protein,0.942687747035573
2,paired_p3_syn,within_family,heme_oxygenase,0.970930955836616
2,paired_p3_syn,within_family,histamine_receptor,0.9194928627210616
2,paired_p3_syn,within_family,histone_deacetylase_classI,0.9757959209522572
2,paired_p3_syn,within_family,histone_h4,0.920066889632107
2,paired_p3_syn,within_family,hox,0.9372140809655064
2,paired_p3_syn,within_family,m14_carboxypeptidase,0.9274450911973792
2,paired_p3_syn,within_family,matrix_metalloproteinase,0.9386903510641066
2,paired_p3_syn,within_family,metallothionein,0.8977641363916777
2,paired_p3_syn,within_family,muscarinic_receptor,0.7933377123625747
2,paired_p3_syn,within_family,nadph_oxidase,0.9484432869584362
2,paired_p3_syn,within_family,nitric_oxide_synthase,0.9241423455871782
2,paired_p3_syn,within_family,olfactory_receptors,0.7346797185692959
2,paired_p3_syn,within_family,opsins,0.9462812452034134
2,paired_p3_syn,within_family,p2y_receptor,0.7961213165211815
2,paired_p3_syn,within_family,peroxidase,0.9473107918118258
2,paired_p3_syn,within_family,peroxiredoxin,0.9403241272927724
2,paired_p3_syn,within_family,phosphodiesterase,0.9593284596696696
2,paired_p3_syn,within_family,rab_gtpase,0.9306545143607492
2,paired_p3_syn,within_family,ras_gtpases,0.916472687732378
2,paired_p3_syn,within_family,rho_gtpase,0.907173275061402
2,paired_p3_syn,within_family,serine_protease,0.8741046752221814
2,paired_p3_syn,within_family,serotonin_receptor,0.8753370472877648
2,paired_p3_syn,within_family,steap_metalloreductase,0.903852649210695
2,paired_p3_syn,within_family,sulfotransferase,0.9078215459488476
2,paired_p3_syn,within_family,taste2_receptor,0.7201756798318594
2,paired_p3_syn,within_family,udp_glucuronosyltransferase,0.9451150157032512
2,paired_p3_missense,within_family,adam_metallopeptidase,0.9380308202187602
2,paired_p3_missense,within_family,adamts_metallopeptidase,0.9551279221931864
2,paired_p3_missense,within_family,adrenoceptor,0.9326097638059764
2,paired_p3_missense,within_family,alcohol_dehydrogenase,0.9393013403708592
2,paired_p3_missense,within_family,aldehyde_dehydrogenase,0.947628268520602
2,paired_p3_missense,within_family,aldo_keto_reductase,0.9423693010926162
2,paired_p3_missense,within_family,alkaline_phosphatase,0.9603956415101924
2,paired_p3_missense,within_family,arachidonate_lipoxygenase,0.9578071233375228
2,paired_p3_missense,within_family,arf_gtpase,0.9077087059119232
2,paired_p3_missense,within_family,carbonic_anhydrase,0.8923314421111908
2,paired_p3_missense,within_family,cxc_chemokine_receptor,0.9096696099863256
2,paired_p3_missense,within_family,cytochrome_p450,0.9300739592530466
2,paired_p3_missense,within_family,dopamine_receptor,0.8411617876575355
2,paired_p3_missense,within_family,ectonucleotide_pyrophosphatase,0.93567668891728
2,paired_p3_missense,within_family,ferritin,0.8787363454185122
2,paired_p3_missense,within_family,flavin_monooxygenase,0.8826019344423365
2,paired_p3_missense,within_family,globins,0.9470833915166632
2,paired_p3_missense,within_family,glutamate_metabotropic,0.9284600418064948
2,paired_p3_missense,within_family,glutaredoxin,0.9311420652586682
2,paired_p3_missense,within_family,glutathione_peroxidase,0.8244839134545331
2,paired_p3_missense,within_family,glutathione_s_transferase,0.8641525163258322
2,paired_p3_missense,within_family,guanylate_binding_protein,0.9480237154150196
2,paired_p3_missense,within_family,heme_oxygenase,0.9675824175824176
2,paired_p3_missense,within_family,histamine_receptor,0.9162601382858432
2,paired_p3_missense,within_family,histone_deacetylase_classI,0.9627660647697848
2,paired_p3_missense,within_family,histone_h4,0.9289377289377292
2,paired_p3_missense,within_family,hox,0.8960616101869923
2,paired_p3_missense,within_family,m14_carboxypeptidase,0.9259487220983164
2,paired_p3_missense,within_family,matrix_metalloproteinase,0.9340033564568604
2,paired_p3_missense,within_family,metallothionein,0.862145798864051
2,paired_p3_missense,within_family,muscarinic_receptor,0.7881682612666729
2,paired_p3_missense,within_family,nadph_oxidase,0.9312431586144309
2,paired_p3_missense,within_family,nitric_oxide_synthase,0.915885387602923
2,paired_p3_missense,within_family,olfactory_receptors,0.7316302173956664
2,paired_p3_missense,within_family,opsins,0.920012610862154
2,paired_p3_missense,within_family,p2y_receptor,0.8219178813224072
2,paired_p3_missense,within_family,peroxidase,0.936503866508394
2,paired_p3_missense,within_family,peroxiredoxin,0.928622835683888
2,paired_p3_missense,within_family,phosphodiesterase,0.9524589458351196
2,paired_p3_missense,within_family,rab_gtpase,0.9088645526564272
2,paired_p3_missense,within_family,ras_gtpases,0.907686151041758
2,paired_p3_missense,within_family,rho_gtpase,0.8884855127999604
2,paired_p3_missense,within_family,serine_protease,0.8949809255078793
2,paired_p3_missense,within_family,serotonin_receptor,0.8302708827490534
2,paired_p3_missense,within_family,steap_metalloreductase,0.8913219507259137
2,paired_p3_missense,within_family,sulfotransferase,0.9256410582285538
2,paired_p3_missense,within_family,taste2_receptor,0.6935502696804198
2,paired_p3_missense,within_family,udp_glucuronosyltransferase,0.9420650353805436
3,natural,within_family,adam_metallopeptidase,1.0
3,natural,within_family,adamts_metallopeptidase,1.0
3,natural,within_family,adrenoceptor,1.0
3,natural,within_family,alcohol_dehydrogenase,1.0
3,natural,within_family,aldehyde_dehydrogenase,1.0
3,natural,within_family,aldo_keto_reductase,1.0
3,natural,within_family,alkaline_phosphatase,1.0
3,natural,within_family,arachidonate_lipoxygenase,1.0
3,natural,within_family,arf_gtpase,1.0
3,natural,within_family,carbonic_anhydrase,1.0
3,natural,within_family,cxc_chemokine_receptor,1.0
3,natural,within_family,cytochrome_p450,1.0
3,natural,within_family,dopamine_receptor,1.0
3,natural,within_family,ectonucleotide_pyrophosphatase,1.0
3,natural,within_family,ferritin,1.0
3,natural,within_family,flavin_monooxygenase,1.0
3,natural,within_family,globins,1.0
3,natural,within_family,glutamate_metabotropic,1.0
3,natural,within_family,glutaredoxin,1.0
3,natural,within_family,glutathione_peroxidase,1.0
3,natural,within_family,glutathione_s_transferase,1.0
3,natural,within_family,guanylate_binding_protein,1.0
3,natural,within_family,heme_oxygenase,1.0
3,natural,within_family,histamine_receptor,1.0
3,natural,within_family,histone_deacetylase_classI,1.0
3,natural,within_family,histone_h4,1.0
3,natural,within_family,hox,1.0
3,natural,within_family,m14_carboxypeptidase,1.0
3,natural,within_family,matrix_metalloproteinase,1.0
3,natural,within_family,metallothionein,1.0
3,natural,within_family,muscarinic_receptor,1.0
3,natural,within_family,nadph_oxidase,1.0
3,natural,within_family,nitric_oxide_synthase,1.0
3,natural,within_family,olfactory_receptors,1.0
3,natural,within_family,opsins,1.0
3,natural,within_family,p2y_receptor,1.0
3,natural,within_family,peroxidase,1.0
3,natural,within_family,peroxiredoxin,1.0
3,natural,within_family,phosphodiesterase,1.0
3,natural,within_family,rab_gtpase,1.0
3,natural,within_family,ras_gtpases,1.0
3,natural,within_family,rho_gtpase,1.0
3,natural,within_family,serine_protease,1.0
3,natural,within_family,serotonin_receptor,1.0
3,natural,within_family,steap_metalloreductase,1.0
3,natural,within_family,sulfotransferase,1.0
3,natural,within_family,taste2_receptor,1.0
3,natural,within_family,udp_glucuronosyltransferase,1.0
3,gc_match,within_family,adam_metallopeptidase,0.8265199646956605
3,gc_match,within_family,adamts_metallopeptidase,0.924904052144455
3,gc_match,within_family,adrenoceptor,0.6303428299019064
3,gc_match,within_family,alcohol_dehydrogenase,0.9493228696437253
3,gc_match,within_family,aldehyde_dehydrogenase,0.9404011782049309
3,gc_match,within_family,aldo_keto_reductase,0.9243093089597126
3,gc_match,within_family,alkaline_phosphatase,0.9651937329955906
3,gc_match,within_family,arachidonate_lipoxygenase,0.9312363485169348
3,gc_match,within_family,arf_gtpase,0.7341732682110632
3,gc_match,within_family,carbonic_anhydrase,0.884802893591208
3,gc_match,within_family,cxc_chemokine_receptor,0.7184552911515804
3,gc_match,within_family,cytochrome_p450,0.8578451489988947
3,gc_match,within_family,dopamine_receptor,0.7003195428997289
3,gc_match,within_family,ectonucleotide_pyrophosphatase,0.9168536063525552
3,gc_match,within_family,ferritin,0.5992971029590419
3,gc_match,within_family,flavin_monooxygenase,0.928169406529381
3,gc_match,within_family,globins,0.8322287112532281
3,gc_match,within_family,glutamate_metabotropic,0.7591159193024454
3,gc_match,within_family,glutaredoxin,0.8380562846227763
3,gc_match,within_family,glutathione_peroxidase,0.8024579746162065
3,gc_match,within_family,glutathione_s_transferase,0.7965565946164403
3,gc_match,within_family,guanylate_binding_protein,0.8194993412384717
3,gc_match,within_family,heme_oxygenase,0.9326560232220608
3,gc_match,within_family,histamine_receptor,0.7722451451743894
3,gc_match,within_family,histone_deacetylase_classI,0.939235764608972
3,gc_match,within_family,histone_h4,0.3387482083134257
3,gc_match,within_family,hox,0.6269359104767781
3,gc_match,within_family,m14_carboxypeptidase,0.9180358367260448
3,gc_match,within_family,matrix_metalloproteinase,0.8864744379419918
3,gc_match,within_family,metallothionein,0.7793908455888585
3,gc_match,within_family,muscarinic_receptor,0.3978318463003993
3,gc_match,within_family,nadph_oxidase,0.944555026843815
3,gc_match,within_family,nitric_oxide_synthase,0.6384573862822975
3,gc_match,within_family,olfactory_receptors,0.2214146721385714
3,gc_match,within_family,opsins,0.764087647674527
3,gc_match,within_family,p2y_receptor,0.5087893050164584
3,gc_match,within_family,peroxidase,0.9669373716629556
3,gc_match,within_family,peroxiredoxin,0.886767910172128
3,gc_match,within_family,phosphodiesterase,0.9250467643181206
3,gc_match,within_family,rab_gtpase,0.8238659571272341
3,gc_match,within_family,ras_gtpases,0.7399094182597135
3,gc_match,within_family,rho_gtpase,0.727619921633649
3,gc_match,within_family,serine_protease,0.8188642355342887
3,gc_match,within_family,serotonin_receptor,0.6749957778322904
3,gc_match,within_family,steap_metalloreductase,0.8663750051817827
3,gc_match,within_family,sulfotransferase,0.869785282967941
3,gc_match,within_family,taste2_receptor,0.064379905631526
3,gc_match,within_family,udp_glucuronosyltransferase,0.8994478783248838
3,dinuc_shuffle,within_family,adam_metallopeptidase,0.8577727734755415
3,dinuc_shuffle,within_family,adamts_metallopeptidase,0.9399239344883882
3,dinuc_shuffle,within_family,adrenoceptor,0.7299005574370504
3,dinuc_shuffle,within_family,alcohol_dehydrogenase,0.9301757066462948
3,dinuc_shuffle,within_family,aldehyde_dehydrogenase,0.9373723495040572
3,dinuc_shuffle,within_family,aldo_keto_reductase,0.9431001051425854
3,dinuc_shuffle,within_family,alkaline_phosphatase,0.954723037540375
3,dinuc_shuffle,within_family,arachidonate_lipoxygenase,0.9336708781426842
3,dinuc_shuffle,within_family,arf_gtpase,0.7882177751286951
3,dinuc_shuffle,within_family,carbonic_anhydrase,0.8779620987305444
3,dinuc_shuffle,within_family,cxc_chemokine_receptor,0.8019271726127694
3,dinuc_shuffle,within_family,cytochrome_p450,0.876759027767565
3,dinuc_shuffle,within_family,dopamine_receptor,0.7644931945679364
3,dinuc_shuffle,within_family,ectonucleotide_pyrophosphatase,0.9252408544912188
3,dinuc_shuffle,within_family,ferritin,0.7448603516145949
3,dinuc_shuffle,within_family,flavin_monooxygenase,0.9290422685890128
3,dinuc_shuffle,within_family,globins,0.8653794807070696
3,dinuc_shuffle,within_family,glutamate_metabotropic,0.7738744577865322
3,dinuc_shuffle,within_family,glutaredoxin,0.8387537799194524
3,dinuc_shuffle,within_family,glutathione_peroxidase,0.8390640492978746
3,dinuc_shuffle,within_family,glutathione_s_transferase,0.8104267740054709
3,dinuc_shuffle,within_family,guanylate_binding_protein,0.7974967061923584
3,dinuc_shuffle,within_family,heme_oxygenase,0.9394153016794524
3,dinuc_shuffle,within_family,histamine_receptor,0.8482377051199504
3,dinuc_shuffle,within_family,histone_deacetylase_classI,0.9369365742265304
3,dinuc_shuffle,within_family,histone_h4,0.6641184902054468
3,dinuc_shuffle,within_family,hox,0.6882870871628496
3,dinuc_shuffle,within_family,m14_carboxypeptidase,0.9258059972483804
3,dinuc_shuffle,within_family,matrix_metalloproteinase,0.8869410785488467
3,dinuc_shuffle,within_family,metallothionein,0.8279975750399763
3,dinuc_shuffle,within_family,muscarinic_receptor,0.5595119967695594
3,dinuc_shuffle,within_family,nadph_oxidase,0.9506833494495344
3,dinuc_shuffle,within_family,nitric_oxide_synthase,0.6482530530495793
3,dinuc_shuffle,within_family,olfactory_receptors,0.3986980811586984
3,dinuc_shuffle,within_family,opsins,0.8226922384805295
3,dinuc_shuffle,within_family,p2y_receptor,0.6333306159590127
3,dinuc_shuffle,within_family,peroxidase,0.968164626686635
3,dinuc_shuffle,within_family,peroxiredoxin,0.8825801489915335
3,dinuc_shuffle,within_family,phosphodiesterase,0.9183338859915756
3,dinuc_shuffle,within_family,rab_gtpase,0.8386090248919951
3,dinuc_shuffle,within_family,ras_gtpases,0.76704664528928
3,dinuc_shuffle,within_family,rho_gtpase,0.755967203044456
3,dinuc_shuffle,within_family,serine_protease,0.8493435223553274
3,dinuc_shuffle,within_family,serotonin_receptor,0.7176538168525128
3,dinuc_shuffle,within_family,steap_metalloreductase,0.8804526431717946
3,dinuc_shuffle,within_family,sulfotransferase,0.8818917817892695
3,dinuc_shuffle,within_family,taste2_receptor,0.2476043620323297
3,dinuc_shuffle,within_family,udp_glucuronosyltransferase,0.9164129839263528
3,kmer4_shuffle,within_family,adam_metallopeptidase,0.8916582791291887
3,kmer4_shuffle,within_family,adamts_metallopeptidase,0.9391975244762948
3,kmer4_shuffle,within_family,adrenoceptor,0.759739747400945
3,kmer4_shuffle,within_family,alcohol_dehydrogenase,0.96802555733037
3,kmer4_shuffle,within_family,aldehyde_dehydrogenase,0.9433394070881336
3,kmer4_shuffle,within_family,aldo_keto_reductase,0.9367478474097712
3,kmer4_shuffle,within_family,alkaline_phosphatase,0.9690368970554728
3,kmer4_shuffle,within_family,arachidonate_lipoxygenase,0.9456874627003802
3,kmer4_shuffle,within_family,arf_gtpase,0.8063121848915493
3,kmer4_shuffle,within_family,carbonic_anhydrase,0.88697292810814
3,kmer4_shuffle,within_family,cxc_chemokine_receptor,0.8577371126150882
3,kmer4_shuffle,within_family,cytochrome_p450,0.892621406570185
3,kmer4_shuffle,within_family,dopamine_receptor,0.8624966050498657
3,kmer4_shuffle,within_family,ectonucleotide_pyrophosphatase,0.9289296711029448
3,kmer4_shuffle,within_family,ferritin,0.8104798944371137
3,kmer4_shuffle,within_family,flavin_monooxygenase,0.9299193151720434
3,kmer4_shuffle,within_family,globins,0.8456260970018071
3,kmer4_shuffle,within_family,glutamate_metabotropic,0.8006068197326113
3,kmer4_shuffle,within_family,glutaredoxin,0.9001098974786328
3,kmer4_shuffle,within_family,glutathione_peroxidase,0.8093654806840621
3,kmer4_shuffle,within_family,glutathione_s_transferase,0.8243141948722215
3,kmer4_shuffle,within_family,guanylate_binding_protein,0.8514492753623187
3,kmer4_shuffle,within_family,heme_oxygenase,0.940431266846361
3,kmer4_shuffle,within_family,histamine_receptor,0.8367793503834059
3,kmer4_shuffle,within_family,histone_deacetylase_classI,0.931337553990386
3,kmer4_shuffle,within_family,histone_h4,0.5745660136964486
3,kmer4_shuffle,within_family,hox,0.751508624174264
3,kmer4_shuffle,within_family,m14_carboxypeptidase,0.9207705651328868
3,kmer4_shuffle,within_family,matrix_metalloproteinase,0.8929322053992071
3,kmer4_shuffle,within_family,metallothionein,0.7812377920523612
3,kmer4_shuffle,within_family,muscarinic_receptor,0.7173500647550851
3,kmer4_shuffle,within_family,nadph_oxidase,0.9531658954380672
3,kmer4_shuffle,within_family,nitric_oxide_synthase,0.8070513959752402
3,kmer4_shuffle,within_family,olfactory_receptors,0.4902388535248249
3,kmer4_shuffle,within_family,opsins,0.8172828424259436
3,kmer4_shuffle,within_family,p2y_receptor,0.7444259285769458
3,kmer4_shuffle,within_family,peroxidase,0.9651233629132282
3,kmer4_shuffle,within_family,peroxiredoxin,0.9033758574880988
3,kmer4_shuffle,within_family,phosphodiesterase,0.9301943181442308
3,kmer4_shuffle,within_family,rab_gtpase,0.8471527325477756
3,kmer4_shuffle,within_family,ras_gtpases,0.8092261791957289
3,kmer4_shuffle,within_family,rho_gtpase,0.8102548971297897
3,kmer4_shuffle,within_family,serine_protease,0.8454416714603695
3,kmer4_shuffle,within_family,serotonin_receptor,0.7721456678359628
3,kmer4_shuffle,within_family,steap_metalloreductase,0.8669798581704943
3,kmer4_shuffle,within_family,sulfotransferase,0.8934154297056578
3,kmer4_shuffle,within_family,taste2_receptor,0.4466616915227794
3,kmer4_shuffle,within_family,udp_glucuronosyltransferase,0.9119030256730792
3,kmer6_shuffle,within_family,adam_metallopeptidase,0.8863533917074863
3,kmer6_shuffle,within_family,adamts_metallopeptidase,0.9421368215718224
3,kmer6_shuffle,within_family,adrenoceptor,0.7772369080010311
3,kmer6_shuffle,within_family,alcohol_dehydrogenase,0.9696090006250432
3,kmer6_shuffle,within_family,aldehyde_dehydrogenase,0.935243127804864
3,kmer6_shuffle,within_family,aldo_keto_reductase,0.9553727453501228
3,kmer6_shuffle,within_family,alkaline_phosphatase,0.9419705681315588
3,kmer6_shuffle,within_family,arachidonate_lipoxygenase,0.9330032085346612
3,kmer6_shuffle,within_family,arf_gtpase,0.8191675999684445
3,kmer6_shuffle,within_family,carbonic_anhydrase,0.8918334116044414
3,kmer6_shuffle,within_family,cxc_chemokine_receptor,0.80359677185256
3,kmer6_shuffle,within_family,cytochrome_p450,0.8850708800993113
3,kmer6_shuffle,within_family,dopamine_receptor,0.816606186846083
3,kmer6_shuffle,within_family,ectonucleotide_pyrophosphatase,0.9338402602727116
3,kmer6_shuffle,within_family,ferritin,0.8150407486027108
3,kmer6_shuffle,within_family,flavin_monooxygenase,0.9193978252129296
3,kmer6_shuffle,within_family,globins,0.8767499523819553
3,kmer6_shuffle,within_family,glutamate_metabotropic,0.7745603005685575
3,kmer6_shuffle,within_family,glutaredoxin,0.8703560866700304
3,kmer6_shuffle,within_family,glutathione_peroxidase,0.8101784442932157
3,kmer6_shuffle,within_family,glutathione_s_transferase,0.8122386583994157
3,kmer6_shuffle,within_family,guanylate_binding_protein,0.8557312252964426
3,kmer6_shuffle,within_family,heme_oxygenase,0.9592369894256686
3,kmer6_shuffle,within_family,histamine_receptor,0.8096100751101023
3,kmer6_shuffle,within_family,histone_deacetylase_classI,0.9482109158690818
3,kmer6_shuffle,within_family,histone_h4,0.7156075808249722
3,kmer6_shuffle,within_family,hox,0.7467433904687139
3,kmer6_shuffle,within_family,m14_carboxypeptidase,0.9177474739360336
3,kmer6_shuffle,within_family,matrix_metalloproteinase,0.8912789494787823
3,kmer6_shuffle,within_family,metallothionein,0.7709040416851143
3,kmer6_shuffle,within_family,muscarinic_receptor,0.6959347662296821
3,kmer6_shuffle,within_family,nadph_oxidase,0.9539060093433746
3,kmer6_shuffle,within_family,nitric_oxide_synthase,0.7785452105932418
3,kmer6_shuffle,within_family,olfactory_receptors,0.5662423677353849
3,kmer6_shuffle,within_family,opsins,0.834878596471489
3,kmer6_shuffle,within_family,p2y_receptor,0.7386379365974104
3,kmer6_shuffle,within_family,peroxidase,0.9723501028966096
3,kmer6_shuffle,within_family,peroxiredoxin,0.9000443150302274
3,kmer6_shuffle,within_family,phosphodiesterase,0.9277930557406986
3,kmer6_shuffle,within_family,rab_gtpase,0.8513840445054505
3,kmer6_shuffle,within_family,ras_gtpases,0.7998766209459723
3,kmer6_shuffle,within_family,rho_gtpase,0.7970960232192265
3,kmer6_shuffle,within_family,serine_protease,0.846696222479688
3,kmer6_shuffle,within_family,serotonin_receptor,0.7500616476025644
3,kmer6_shuffle,within_family,steap_metalloreductase,0.8402372734020888
3,kmer6_shuffle,within_family,sulfotransferase,0.8818193946753429
3,kmer6_shuffle,within_family,taste2_receptor,0.5564837527454423
3,kmer6_shuffle,within_family,udp_glucuronosyltransferase,0.8884422915171579
3,synonymous_recode,within_family,adam_metallopeptidase,0.9116404384930612
3,synonymous_recode,within_family,adamts_metallopeptidase,0.9328311888264588
3,synonymous_recode,within_family,adrenoceptor,0.6831455446609032
3,synonymous_recode,within_family,alcohol_dehydrogenase,0.9744704493367592
3,synonymous_recode,within_family,aldehyde_dehydrogenase,0.9363834384977292
3,synonymous_recode,within_family,aldo_keto_reductase,0.913345592995759
3,synonymous_recode,within_family,alkaline_phosphatase,0.9550312948145764
3,synonymous_recode,within_family,arachidonate_lipoxygenase,0.9165013290189936
3,synonymous_recode,within_family,arf_gtpase,0.8151424666744665
3,synonymous_recode,within_family,carbonic_anhydrase,0.8658175310818638
3,synonymous_recode,within_family,cxc_chemokine_receptor,0.6427089104919864
3,synonymous_recode,within_family,cytochrome_p450,0.8963526241729427
3,synonymous_recode,within_family,dopamine_receptor,0.6075409936843641
3,synonymous_recode,within_family,ectonucleotide_pyrophosphatase,0.938601892045284
3,synonymous_recode,within_family,ferritin,0.8015327151342031
3,synonymous_recode,within_family,flavin_monooxygenase,0.9293290395702754
3,synonymous_recode,within_family,globins,0.8835078305691152
3,synonymous_recode,within_family,glutamate_metabotropic,0.8955135401441554
3,synonymous_recode,within_family,glutaredoxin,0.9229501419756924
3,synonymous_recode,within_family,glutathione_peroxidase,0.7757983436312826
3,synonymous_recode,within_family,glutathione_s_transferase,0.8425753212555677
3,synonymous_recode,within_family,guanylate_binding_protein,0.8915678524374175
3,synonymous_recode,within_family,heme_oxygenase,0.929100145137881
3,synonymous_recode,within_family,histamine_receptor,0.8854033086839997
3,synonymous_recode,within_family,histone_deacetylase_classI,0.9623061315198066
3,synonymous_recode,within_family,histone_h4,0.2525402134097786
3,synonymous_recode,within_family,hox,0.6903219201296508
3,synonymous_recode,within_family,m14_carboxypeptidase,0.9396177335879576
3,synonymous_recode,within_family,matrix_metalloproteinase,0.9003792031060259
3,synonymous_recode,within_family,metallothionein,0.7943698946485821
3,synonymous_recode,within_family,muscarinic_receptor,0.4249806433091213
3,synonymous_recode,within_family,nadph_oxidase,0.9334981550146848
3,synonymous_recode,within_family,nitric_oxide_synthase,0.7936991182818848
3,synonymous_recode,within_family,olfactory_receptors,0.2872808766126357
3,synonymous_recode,within_family,opsins,0.8711022433270711
3,synonymous_recode,within_family,p2y_receptor,0.5599365110464216
3,synonymous_recode,within_family,peroxidase,0.9528412364362387
3,synonymous_recode,within_family,peroxiredoxin,0.91732486366745
3,synonymous_recode,within_family,phosphodiesterase,0.9485005381548888
3,synonymous_recode,within_family,rab_gtpase,0.89350585651919
3,synonymous_recode,within_family,ras_gtpases,0.8210814016877316
3,synonymous_recode,within_family,rho_gtpase,0.7609783804702236
3,synonymous_recode,within_family,serine_protease,0.8347355867295967
3,synonymous_recode,within_family,serotonin_receptor,0.6981446084858394
3,synonymous_recode,within_family,steap_metalloreductase,0.8938274537901795
3,synonymous_recode,within_family,sulfotransferase,0.926251261816202
3,synonymous_recode,within_family,taste2_receptor,0.4726346769589489
3,synonymous_recode,within_family,udp_glucuronosyltransferase,0.958454290807232
3,missense_subset,within_family,adam_metallopeptidase,0.9059697839710636
3,missense_subset,within_family,adamts_metallopeptidase,0.9617161754108334
3,missense_subset,within_family,adrenoceptor,0.9080533930982267
3,missense_subset,within_family,alcohol_dehydrogenase,0.9805055906660182
3,missense_subset,within_family,aldehyde_dehydrogenase,0.9623674507857052
3,missense_subset,within_family,aldo_keto_reductase,0.9491862273809522
3,missense_subset,within_family,alkaline_phosphatase,0.9803519493921968
3,missense_subset,within_family,arachidonate_lipoxygenase,0.9744105989830156
3,missense_subset,within_family,arf_gtpase,0.8721696128987629
3,missense_subset,within_family,carbonic_anhydrase,0.9351811156898924
3,missense_subset,within_family,cxc_chemokine_receptor,0.7977615057641754
3,missense_subset,within_family,cytochrome_p450,0.9333909910808156
3,missense_subset,within_family,dopamine_receptor,0.8261632567967233
3,missense_subset,within_family,ectonucleotide_pyrophosphatase,0.9592191339951632
3,missense_subset,within_family,ferritin,0.8617686816012786
3,missense_subset,within_family,flavin_monooxygenase,0.94275284804056
3,missense_subset,within_family,globins,0.9598873883197822
3,missense_subset,within_family,glutamate_metabotropic,0.934936502482376
3,missense_subset,within_family,glutaredoxin,0.9552737686480592
3,missense_subset,within_family,glutathione_peroxidase,0.8861234798366392
3,missense_subset,within_family,glutathione_s_transferase,0.8415034837742867
3,missense_subset,within_family,guanylate_binding_protein,0.9117918313570486
3,missense_subset,within_family,heme_oxygenase,0.9743831640058054
3,missense_subset,within_family,histamine_receptor,0.9298213887578676
3,missense_subset,within_family,histone_deacetylase_classI,0.9709002522315828
3,missense_subset,within_family,histone_h4,0.5425386207994904
3,missense_subset,within_family,hox,0.8342771122068294
3,missense_subset,within_family,m14_carboxypeptidase,0.964935296942592
3,missense_subset,within_family,matrix_metalloproteinase,0.9375566522040608
3,missense_subset,within_family,metallothionein,0.8703431182163524
3,missense_subset,within_family,muscarinic_receptor,0.7547879061547351
3,missense_subset,within_family,nadph_oxidase,0.9690478705949178
3,missense_subset,within_family,nitric_oxide_synthase,0.9360666323612024
3,missense_subset,within_family,olfactory_receptors,0.5343492481940348
3,missense_subset,within_family,opsins,0.9327797568221108
3,missense_subset,within_family,p2y_receptor,0.7106821357687609
3,missense_subset,within_family,peroxidase,0.9795432675027383
3,missense_subset,within_family,peroxiredoxin,0.9561544696172464
3,missense_subset,within_family,phosphodiesterase,0.964350588788122
3,missense_subset,within_family,rab_gtpase,0.924984352203804
3,missense_subset,within_family,ras_gtpases,0.8821154528296847
3,missense_subset,within_family,rho_gtpase,0.8789341449339845
3,missense_subset,within_family,serine_protease,0.9036269740611448
3,missense_subset,within_family,serotonin_receptor,0.8466025794655125
3,missense_subset,within_family,steap_metalloreductase,0.9151004595860224
3,missense_subset,within_family,sulfotransferase,0.963230605601833
3,missense_subset,within_family,taste2_receptor,0.43131523524986
3,missense_subset,within_family,udp_glucuronosyltransferase,0.9677076340177946
3,paired_p3_syn,within_family,adam_metallopeptidase,0.9449678696377064
3,paired_p3_syn,within_family,adamts_metallopeptidase,0.9712462872795022
3,paired_p3_syn,within_family,adrenoceptor,0.9388845793859032
3,paired_p3_syn,within_family,alcohol_dehydrogenase,0.9805472602264046
3,paired_p3_syn,within_family,aldehyde_dehydrogenase,0.966663812931059
3,paired_p3_syn,within_family,aldo_keto_reductase,0.962970872974615
3,paired_p3_syn,within_family,alkaline_phosphatase,0.9757012852988084
3,paired_p3_syn,within_family,arachidonate_lipoxygenase,0.9675138908362482
3,paired_p3_syn,within_family,arf_gtpase,0.9336007712636748
3,paired_p3_syn,within_family,carbonic_anhydrase,0.9486653850233232
3,paired_p3_syn,within_family,cxc_chemokine_receptor,0.8895900327034084
3,paired_p3_syn,within_family,cytochrome_p450,0.9496927485477338
