family,spearman_geodesic_kmer
adam_metallopeptidase,0.4111943159032086
adamts_metallopeptidase,0.24288914951076812
adrenoceptor,0.6807978265190343
alcohol_dehydrogenase,0.4125980970900756
aldehyde_dehydrogenase,0.25405584694205857
aldo_keto_reductase,0.37940330762005225
alkaline_phosphatase,0.25140726146918096
arachidonate_lipoxygenase,0.4863837679960736
arf_gtpase,0.47356070023595387
carbonic_anhydrase,0.40195860663290034
cxc_chemokine_receptor,0.7264973654188059
cytochrome_p450,0.4276006443844077
dopamine_receptor,0.5650909188530785
ectonucleotide_pyrophosphatase,0.3616484784191361
ferritin,0.6663441600689413
flavin_monooxygenase,0.23433628097237674
globins,0.6481334216663489
glutamate_metabotropic,0.2988718479700966
glutaredoxin,0.6413665474550369
glutathione_peroxidase,0.6140701403741353
glutathione_s_transferase,0.3712612309368527
guanylate_binding_protein,0.45823451910408425
heme_oxygenase,0.7639021356002488
histamine_receptor,0.47990024576314017
histone_deacetylase_classI,0.24613770195829007
histone_h4,0.7101290014333493
hox,0.6594644503892351
m14_carboxypeptidase,0.35880854781994126
matrix_metalloproteinase,0.4576840892047082
metallothionein,0.392238376256544
muscarinic_receptor,0.6529656921328244
nadph_oxidase,0.23878091375885335
nitric_oxide_synthase,0.6362052337047706
olfactory_receptors,0.5722111340687538
opsins,0.5355045540263909
p2y_receptor,0.543086262166286
peroxidase,0.3245711390792706
peroxiredoxin,0.5154157496758535
phosphodiesterase,0.36858115798618524
rab_gtpase,0.43668363455461673
ras_gtpases,0.5315357621112711
rho_gtpase,0.5229543013151617
serine_protease,0.3684836931791414
serotonin_receptor,0.5512917031770952
steap_metalloreductase,0.17306500008991096
sulfotransferase,0.3112226527505443
taste2_receptor,0.6135379262336492
udp_glucuronosyltransferase,0.19822634287874927
