family,spearman_geodesic_gc
adam_metallopeptidase,0.2705252788103076
adamts_metallopeptidase,0.20839124829149924
adrenoceptor,0.5446496715025396
alcohol_dehydrogenase,0.24337534816767376
aldehyde_dehydrogenase,0.16727784444895716
aldo_keto_reductase,0.3174653771492778
alkaline_phosphatase,0.28133581086459497
arachidonate_lipoxygenase,0.32987481531119983
arf_gtpase,0.39368302772043806
carbonic_anhydrase,0.28981936270361747
cxc_chemokine_receptor,0.5252771057855609
cytochrome_p450,0.29358567721059536
dopamine_receptor,0.3611868698002258
ectonucleotide_pyrophosphatase,0.22205572443537264
ferritin,0.3987717478684579
flavin_monooxygenase,0.23739364364580942
globins,0.4922369139280935
glutamate_metabotropic,0.2881461124478665
glutaredoxin,0.4821395035161017
glutathione_peroxidase,0.43616798564234
glutathione_s_transferase,0.23511997788434114
guanylate_binding_protein,0.317908235328445
heme_oxygenase,0.4514796365374594
histamine_receptor,0.23614230977815037
histone_deacetylase_classI,0.16614945675753162
histone_h4,0.7625620219383881
hox,0.4661167128682125
m14_carboxypeptidase,0.20959813781705086
matrix_metalloproteinase,0.3161129492506641
metallothionein,0.1275592810826042
muscarinic_receptor,0.5068933576930333
nadph_oxidase,0.11199350399422982
nitric_oxide_synthase,0.46092207104979943
olfactory_receptors,0.38987038008991987
opsins,0.2414250671578382
p2y_receptor,0.28446305532431865
peroxidase,0.28535175644484
peroxiredoxin,0.3912770354827452
phosphodiesterase,0.21380622747226027
rab_gtpase,0.2901438758325046
ras_gtpases,0.30182158306356405
rho_gtpase,0.3631939253532869
serine_protease,0.27180771790373287
serotonin_receptor,0.3277610217647353
steap_metalloreductase,0.2825929039230797
sulfotransferase,0.18663130625620342
taste2_receptor,0.37812406074941746
udp_glucuronosyltransferase,0.09224311490060733
