family,spearman_geodesic_patristic
adam_metallopeptidase,0.3717653653560505
adamts_metallopeptidase,0.24157636865700768
adrenoceptor,0.777006236505989
alcohol_dehydrogenase,0.4792902284880894
aldehyde_dehydrogenase,0.3156901759366094
aldo_keto_reductase,0.425417285432096
alkaline_phosphatase,0.11553281599721228
arachidonate_lipoxygenase,0.531363914112381
arf_gtpase,0.5122857679952368
carbonic_anhydrase,0.5011056736615636
cxc_chemokine_receptor,0.7805475451000113
cytochrome_p450,0.4195597884765214
dopamine_receptor,0.5768847131791713
ectonucleotide_pyrophosphatase,0.3937976900157647
ferritin,0.7612603431599012
flavin_monooxygenase,0.25434944969366946
globins,0.6253696532294527
glutamate_metabotropic,0.36608619009533794
glutaredoxin,0.702620219566348
glutathione_peroxidase,0.41549173266027056
glutathione_s_transferase,0.33243404938326565
guanylate_binding_protein,0.5440052700922265
heme_oxygenase,0.7670226000414678
histamine_receptor,0.48217197505849985
histone_deacetylase_classI,0.3485652454011449
hox,0.6424347328552377
m14_carboxypeptidase,0.37888768644508963
matrix_metalloproteinase,0.4407607790010215
metallothionein,0.37496244065994505
muscarinic_receptor,0.7086926546640011
nadph_oxidase,0.22488650471821625
nitric_oxide_synthase,0.5877749387690857
olfactory_receptors,0.6159130867099176
opsins,0.5031248852135125
p2y_receptor,0.5158825854044562
peroxidase,0.3406935934552523
peroxiredoxin,0.5028014500379268
phosphodiesterase,0.3834501934590247
rab_gtpase,0.4722168861000929
ras_gtpases,0.5383983593538054
rho_gtpase,0.5477261264237799
serine_protease,0.36976527510557566
serotonin_receptor,0.5333422314062074
steap_metalloreductase,0.19436495868097226
sulfotransferase,0.3391517686572461
taste2_receptor,0.6190363124343577
udp_glucuronosyltransferase,0.3700268537166933
