family,spearman_geodesic_speciestree
adam_metallopeptidase,0.251072042613245
adamts_metallopeptidase,0.17507773378910257
adrenoceptor,0.5935516376206798
alcohol_dehydrogenase,0.31866101812625874
aldehyde_dehydrogenase,0.20103640262636596
aldo_keto_reductase,0.33082467850706265
alkaline_phosphatase,0.20830485304169513
arachidonate_lipoxygenase,0.44330290522015847
arf_gtpase,0.2607518092267338
carbonic_anhydrase,0.20838505334904545
cxc_chemokine_receptor,0.4604357375051886
cytochrome_p450,0.3170000229724022
dopamine_receptor,0.4124614689737648
ectonucleotide_pyrophosphatase,0.22918522375193037
ferritin,0.2536015987422637
flavin_monooxygenase,0.2803429356818833
globins,0.36477090113168376
glutamate_metabotropic,0.17422701753439565
glutaredoxin,0.3124391775167325
glutathione_peroxidase,0.31329163970241225
glutathione_s_transferase,0.16757482016967168
guanylate_binding_protein,0.3808300395256917
heme_oxygenase,0.3895500725689405
histamine_receptor,0.19006363387195968
histone_deacetylase_classI,0.1192601398477424
histone_h4,-0.014811275680840898
hox,0.4514345462525585
m14_carboxypeptidase,0.2421629008523526
matrix_metalloproteinase,0.3510042178734639
metallothionein,0.254811840131029
muscarinic_receptor,0.516796095994356
nadph_oxidase,0.12800445446168127
nitric_oxide_synthase,0.4114964156789504
olfactory_receptors,0.34724668382170615
opsins,0.22550269170326512
p2y_receptor,0.4096150733551524
peroxidase,0.3066257216312895
peroxiredoxin,0.3692794647786335
phosphodiesterase,0.2860639995340729
rab_gtpase,0.23030343002459763
ras_gtpases,0.2683808076765697
rho_gtpase,0.3147124183113629
serine_protease,0.3473179112596098
serotonin_receptor,0.4855721318775057
steap_metalloreductase,0.19716436013105565
sulfotransferase,0.2296189034972116
taste2_receptor,0.43510656056182456
udp_glucuronosyltransferase,0.4517946848160752
