family,spearman_geodesic_gc
adam_metallopeptidase,0.30241383937526267
adamts_metallopeptidase,0.26071530571977153
adrenoceptor,0.5707148687364224
alcohol_dehydrogenase,0.3007898716010254
aldehyde_dehydrogenase,0.18028573849249285
aldo_keto_reductase,0.2988706718569801
alkaline_phosphatase,0.300371431044221
arachidonate_lipoxygenase,0.33616490836834284
arf_gtpase,0.4006066650032824
carbonic_anhydrase,0.31127756991586725
cxc_chemokine_receptor,0.5066066268621388
cytochrome_p450,0.3339769189125699
dopamine_receptor,0.39284871318854125
ectonucleotide_pyrophosphatase,0.27113926761794144
ferritin,0.42436744102040086
flavin_monooxygenase,0.2935154306515012
globins,0.49328467154716815
glutamate_metabotropic,0.3197931795152631
glutaredoxin,0.46249549035844406
glutathione_peroxidase,0.4467096009180919
glutathione_s_transferase,0.2998456330333897
guanylate_binding_protein,0.31358954729166333
heme_oxygenase,0.5115462966391378
histamine_receptor,0.2877413152090642
histone_deacetylase_classI,0.18434636825624157
histone_h4,0.7378545279981642
hox,0.4802424893512727
m14_carboxypeptidase,0.23713775396870537
matrix_metalloproteinase,0.34323123479727435
metallothionein,0.07724470509409344
muscarinic_receptor,0.5209062526582466
nadph_oxidase,0.12143455740357811
nitric_oxide_synthase,0.48542344776002616
olfactory_receptors,0.4351089678446967
opsins,0.2594758383178976
p2y_receptor,0.28302613669604104
peroxidase,0.3338700619206184
peroxiredoxin,0.4377606458202294
phosphodiesterase,0.24429074550193422
rab_gtpase,0.28843222081046976
ras_gtpases,0.32086962653181555
rho_gtpase,0.39388026228226464
serine_protease,0.332524236479356
serotonin_receptor,0.36514384882947903
steap_metalloreductase,0.25646478360116376
sulfotransferase,0.2572629149489506
taste2_receptor,0.419620010485592
udp_glucuronosyltransferase,0.12043385699995673
