family,spearman_geodesic_patristic
adam_metallopeptidase,0.4141707261405621
adamts_metallopeptidase,0.30013380054171634
adrenoceptor,0.7760718388504282
alcohol_dehydrogenase,0.4889714563511354
aldehyde_dehydrogenase,0.32725740803383174
aldo_keto_reductase,0.4318797955194882
alkaline_phosphatase,0.1545374130513449
arachidonate_lipoxygenase,0.5461236675443301
arf_gtpase,0.5175746388447152
carbonic_anhydrase,0.5251072030700935
cxc_chemokine_receptor,0.6576450294663647
cytochrome_p450,0.46379077988433753
dopamine_receptor,0.5794770894083904
ectonucleotide_pyrophosphatase,0.4783047742136127
ferritin,0.7588529195364814
flavin_monooxygenase,0.33309577376204436
globins,0.614652894494998
glutamate_metabotropic,0.3778997224665167
glutaredoxin,0.692967687388176
glutathione_peroxidase,0.4306014445150624
glutathione_s_transferase,0.39202602217567023
guanylate_binding_protein,0.5215415019762846
heme_oxygenase,0.7085735019697282
histamine_receptor,0.47349412814642544
histone_deacetylase_classI,0.318600822651285
hox,0.6569357703705304
m14_carboxypeptidase,0.4215988530675594
matrix_metalloproteinase,0.4805110576858355
metallothionein,0.3710812265738864
muscarinic_receptor,0.6858769796343597
nadph_oxidase,0.21244748501316882
nitric_oxide_synthase,0.5852886645058838
olfactory_receptors,0.613652254655747
opsins,0.4909576603143712
p2y_receptor,0.5356059113846116
peroxidase,0.3407482317280528
peroxiredoxin,0.5380661117351588
phosphodiesterase,0.4028575070969765
rab_gtpase,0.4746488527749493
ras_gtpases,0.5389946162820138
rho_gtpase,0.5572683562624143
serine_protease,0.43668687080243557
serotonin_receptor,0.5498246102443516
steap_metalloreductase,0.2104478363907416
sulfotransferase,0.3521967579891237
taste2_receptor,0.6669950031122805
udp_glucuronosyltransferase,0.34232411973053684
