family,spearman_geodesic_speciestree
adam_metallopeptidase,0.2873212123481782
adamts_metallopeptidase,0.20816028423902438
adrenoceptor,0.582638777073853
alcohol_dehydrogenase,0.2536148343634974
aldehyde_dehydrogenase,0.2239868848141853
aldo_keto_reductase,0.39869414787117674
alkaline_phosphatase,0.24970849583852678
arachidonate_lipoxygenase,0.4527844176343139
arf_gtpase,0.2913538714038309
carbonic_anhydrase,0.2712717124072725
cxc_chemokine_receptor,0.40885779452521925
cytochrome_p450,0.36627511013195135
dopamine_receptor,0.4479723241229611
ectonucleotide_pyrophosphatase,0.3135173481430244
ferritin,0.30660205871784574
flavin_monooxygenase,0.3274176044577329
globins,0.3731625472341425
glutamate_metabotropic,0.19008927091016867
glutaredoxin,0.2991074210762982
glutathione_peroxidase,0.3397011016107158
glutathione_s_transferase,0.2250144468175859
guanylate_binding_protein,0.40922266139657437
heme_oxygenase,0.3542919344806137
histamine_receptor,0.25934936167073525
histone_deacetylase_classI,0.15846627578914543
histone_h4,-0.1391941391941392
hox,0.4763621860701724
m14_carboxypeptidase,0.28533661269734617
matrix_metalloproteinase,0.3811647977613337
metallothionein,0.31846217439640895
muscarinic_receptor,0.5556336168051278
nadph_oxidase,0.12476536221924371
nitric_oxide_synthase,0.4192542664389259
olfactory_receptors,0.39046198597194226
opsins,0.23127282450743747
p2y_receptor,0.4110449554276254
peroxidase,0.32647522372837173
peroxiredoxin,0.40300667580527955
phosphodiesterase,0.3065226908285928
rab_gtpase,0.25942762155592985
ras_gtpases,0.3083422304495337
rho_gtpase,0.33986896274531286
serine_protease,0.40236057204131587
serotonin_receptor,0.4929295041088967
steap_metalloreductase,0.2549320469798376
sulfotransferase,0.27576815848026154
taste2_receptor,0.460607110301357
udp_glucuronosyltransferase,0.4736071563611671
