family,spearman_geodesic_patristic
adam_metallopeptidase,0.42305411960521083
adamts_metallopeptidase,0.3234187060707801
adrenoceptor,0.7910616427605702
alcohol_dehydrogenase,0.3874505173970414
aldehyde_dehydrogenase,0.33797892772793997
aldo_keto_reductase,0.4115867294738873
alkaline_phosphatase,0.14952153110047847
arachidonate_lipoxygenase,0.5543097745997081
arf_gtpase,0.5174871909903799
carbonic_anhydrase,0.5143056314624612
cxc_chemokine_receptor,0.6148994035929943
cytochrome_p450,0.4802372197072374
dopamine_receptor,0.5426952746769471
ectonucleotide_pyrophosphatase,0.5804154773080865
ferritin,0.6484846975081803
flavin_monooxygenase,0.35156616078054836
globins,0.669961268913304
glutamate_metabotropic,0.37275251910930796
glutaredoxin,0.7196108248868602
glutathione_peroxidase,0.4791456805495117
glutathione_s_transferase,0.37548111553425695
guanylate_binding_protein,0.6444664031620553
heme_oxygenase,0.689809247356417
histamine_receptor,0.4655287488887587
histone_deacetylase_classI,0.2983460589759812
hox,0.6889140992301979
m14_carboxypeptidase,0.49081339437293175
matrix_metalloproteinase,0.5136093743507049
metallothionein,0.3096815413332593
muscarinic_receptor,0.7132470801827894
nadph_oxidase,0.20563703355090998
nitric_oxide_synthase,0.5956006207681862
olfactory_receptors,0.5963885245290644
opsins,0.4873379398918516
p2y_receptor,0.498451703706595
peroxidase,0.38560838941607184
peroxiredoxin,0.5422454159075586
phosphodiesterase,0.4113438232663222
rab_gtpase,0.4795269043909687
ras_gtpases,0.5339583113784344
rho_gtpase,0.5581716013665184
serine_protease,0.42394297843039197
serotonin_receptor,0.5237462711711572
steap_metalloreductase,0.20990469592520136
sulfotransferase,0.4331687879146613
taste2_receptor,0.6195207407044213
udp_glucuronosyltransferase,0.41986615582872266
