family,spearman_geodesic_patristic
adam_metallopeptidase,0.5096747580662542
adamts_metallopeptidase,0.48149852612152766
adrenoceptor,0.8155319749856471
alcohol_dehydrogenase,0.552281408431141
aldehyde_dehydrogenase,0.4500645790766312
aldo_keto_reductase,0.43884518700751596
alkaline_phosphatase,0.17049307761382063
arachidonate_lipoxygenase,0.636057888636656
arf_gtpase,0.5469131785066886
carbonic_anhydrase,0.5472711104832219
cxc_chemokine_receptor,0.5643727379800915
cytochrome_p450,0.5844990316255817
dopamine_receptor,0.6227498968928851
ectonucleotide_pyrophosphatase,0.6458106310747814
ferritin,0.6969513784673048
flavin_monooxygenase,0.467939711078906
globins,0.7368603109665912
glutamate_metabotropic,0.4324647620389104
glutaredoxin,0.7745261060815524
glutathione_peroxidase,0.5455527809639346
glutathione_s_transferase,0.43549034021209365
guanylate_binding_protein,0.7537549407114624
heme_oxygenase,0.7355587808417997
histamine_receptor,0.5632068412065551
histone_deacetylase_classI,0.27378957822741146
hox,0.6864357838100127
m14_carboxypeptidase,0.6044689347244192
matrix_metalloproteinase,0.5993321742854507
metallothionein,0.3754886520279648
muscarinic_receptor,0.7252369096879832
nadph_oxidase,0.40442406741556863
nitric_oxide_synthase,0.6453855886234398
olfactory_receptors,0.6135176021898022
opsins,0.5754296861597631
p2y_receptor,0.5417581218297106
peroxidase,0.4590869106745464
peroxiredoxin,0.6107861851142832
phosphodiesterase,0.4470042474987795
rab_gtpase,0.5231603521961299
ras_gtpases,0.522237663520016
rho_gtpase,0.5795587210727676
serine_protease,0.5334031461636214
serotonin_receptor,0.5834979944806016
steap_metalloreductase,0.3319745577630871
sulfotransferase,0.5260375203998331
taste2_receptor,0.6148193723274554
udp_glucuronosyltransferase,0.518986079280197
