family,spearman_geodesic_speciestree
adam_metallopeptidase,0.36480598066603787
adamts_metallopeptidase,0.31649869694696997
adrenoceptor,0.6444118396824574
alcohol_dehydrogenase,0.2967497742898812
aldehyde_dehydrogenase,0.3674739966860859
aldo_keto_reductase,0.4435397485420226
alkaline_phosphatase,0.3880791551070189
arachidonate_lipoxygenase,0.5345682927473442
arf_gtpase,0.3992366096229852
carbonic_anhydrase,0.3984734788307576
cxc_chemokine_receptor,0.4045477818539592
cytochrome_p450,0.4856784051367008
dopamine_receptor,0.4687583332255393
ectonucleotide_pyrophosphatase,0.41242475272989243
ferritin,0.3069987750759664
flavin_monooxygenase,0.4516880301644819
globins,0.36660392810348713
glutamate_metabotropic,0.27295558563909184
glutaredoxin,0.3986038775501851
glutathione_peroxidase,0.3919025842164646
glutathione_s_transferase,0.2803094988677693
guanylate_binding_protein,0.40909090909090906
heme_oxygenase,0.39790586771718844
histamine_receptor,0.29965028085829326
histone_deacetylase_classI,0.2982661628892891
histone_h4,-0.11602165949992037
hox,0.5342999004443271
m14_carboxypeptidase,0.42842600930893376
matrix_metalloproteinase,0.47548459998192916
metallothionein,0.4319813064335595
muscarinic_receptor,0.6639957716789467
nadph_oxidase,0.3010343191832691
nitric_oxide_synthase,0.48559039610634275
olfactory_receptors,0.43015344204126404
opsins,0.2732012785966775
p2y_receptor,0.3915487538170573
peroxidase,0.4457788704766763
peroxiredoxin,0.5307407529003817
phosphodiesterase,0.4020168369797194
rab_gtpase,0.3807349816443981
ras_gtpases,0.3968139399659464
rho_gtpase,0.4140547979794018
serine_protease,0.46916408989352737
serotonin_receptor,0.5467736078157899
steap_metalloreductase,0.3793970075936743
sulfotransferase,0.38036915718877423
taste2_receptor,0.4812829850704896
udp_glucuronosyltransferase,0.5715886905726477
