family,spearman_geodesic_kmer
adam_metallopeptidase,0.41304567392355723
adamts_metallopeptidase,0.24865191154441513
adrenoceptor,0.6796257482574796
alcohol_dehydrogenase,0.4227863046044864
aldehyde_dehydrogenase,0.2553379479152775
aldo_keto_reductase,0.37724736289579464
alkaline_phosphatase,0.25871831986383065
arachidonate_lipoxygenase,0.48163034365764634
arf_gtpase,0.47672075109624024
carbonic_anhydrase,0.4035737928400949
cxc_chemokine_receptor,0.714415707948869
cytochrome_p450,0.43034950364888724
dopamine_receptor,0.5657170644321823
ectonucleotide_pyrophosphatase,0.36982899665578073
ferritin,0.6575927153104135
flavin_monooxygenase,0.2423307499368939
globins,0.6433267108554963
glutamate_metabotropic,0.2975546854484844
glutaredoxin,0.6391168004280474
glutathione_peroxidase,0.6190652732676744
glutathione_s_transferase,0.3763783031567297
guanylate_binding_protein,0.456455862977602
heme_oxygenase,0.76966618287373
histamine_receptor,0.4863535049167204
histone_deacetylase_classI,0.24847386397673862
histone_h4,0.6869565217391305
hox,0.6560638800061391
m14_carboxypeptidase,0.3602424287171245
matrix_metalloproteinase,0.460147031329594
metallothionein,0.38915789211501806
muscarinic_receptor,0.6514231968656157
nadph_oxidase,0.24125080958205972
nitric_oxide_synthase,0.6443832853648314
olfactory_receptors,0.5706874770923863
opsins,0.5443633026570757
p2y_receptor,0.5430064926996965
peroxidase,0.3279873867612337
peroxiredoxin,0.5170122129207009
phosphodiesterase,0.36687990650652386
rab_gtpase,0.4396892043805176
ras_gtpases,0.5323558663937777
rho_gtpase,0.5237388306638576
serine_protease,0.37192085315160167
serotonin_receptor,0.5517204023542607
steap_metalloreductase,0.16516860635194824
sulfotransferase,0.3144906708771786
taste2_receptor,0.6213062071044524
udp_glucuronosyltransferase,0.2078018535237786
