family,spearman_geodesic_gc
adam_metallopeptidase,0.2718588098451828
adamts_metallopeptidase,0.21073862076006739
adrenoceptor,0.5396336685918736
alcohol_dehydrogenase,0.25371711619431875
aldehyde_dehydrogenase,0.16327433237573588
aldo_keto_reductase,0.31367818082438315
alkaline_phosphatase,0.29187895096232297
arachidonate_lipoxygenase,0.3264464762870159
arf_gtpase,0.39460079120359065
carbonic_anhydrase,0.2891700656493367
cxc_chemokine_receptor,0.5097814758036271
cytochrome_p450,0.2921874233762135
dopamine_receptor,0.3608623456883596
ectonucleotide_pyrophosphatase,0.2213146379206379
ferritin,0.3977811674563866
flavin_monooxygenase,0.2395200456443069
globins,0.48698385960686896
glutamate_metabotropic,0.28601268873803115
glutaredoxin,0.47893112004314536
glutathione_peroxidase,0.4380580695711401
glutathione_s_transferase,0.23436988108981277
guanylate_binding_protein,0.30347670347426436
heme_oxygenase,0.4474468559403671
histamine_receptor,0.23814437665708335
histone_deacetylase_classI,0.16463952716960206
histone_h4,0.7424279241676864
hox,0.46149485381382743
m14_carboxypeptidase,0.20792016520919546
matrix_metalloproteinase,0.31659016724713984
metallothionein,0.12343636306222805
muscarinic_receptor,0.5016593188404788
nadph_oxidase,0.10917652664859333
nitric_oxide_synthase,0.46893110425853796
olfactory_receptors,0.3839488592310878
opsins,0.24783266271348756
p2y_receptor,0.2804015448400535
peroxidase,0.2785571404117804
peroxiredoxin,0.3892454025926356
phosphodiesterase,0.21383652891756852
rab_gtpase,0.28941869520937147
ras_gtpases,0.299074781555851
rho_gtpase,0.36463009170646105
serine_protease,0.2720776372685037
serotonin_receptor,0.3260011022272732
steap_metalloreductase,0.2816073065181401
sulfotransferase,0.18337580334958764
taste2_receptor,0.3782482563888517
udp_glucuronosyltransferase,0.09293648731857851
