family,spearman_geodesic_patristic
adam_metallopeptidase,0.41142538960158975
adamts_metallopeptidase,0.2892920951082243
adrenoceptor,0.7799673178631696
alcohol_dehydrogenase,0.48283908604764214
aldehyde_dehydrogenase,0.3283936221966802
aldo_keto_reductase,0.43050930453800684
alkaline_phosphatase,0.1484694356211384
arachidonate_lipoxygenase,0.5432315734916967
arf_gtpase,0.5136447522905482
carbonic_anhydrase,0.5332027383168437
cxc_chemokine_receptor,0.7014126820860329
cytochrome_p450,0.4616770484772803
dopamine_receptor,0.5855880675336294
ectonucleotide_pyrophosphatase,0.470875352182746
ferritin,0.7724952719140117
flavin_monooxygenase,0.3324386100953799
globins,0.6160948329897785
glutamate_metabotropic,0.36246624177820175
glutaredoxin,0.6858223259133516
glutathione_peroxidase,0.43595055710045666
glutathione_s_transferase,0.40370421547351903
guanylate_binding_protein,0.4812252964426878
heme_oxygenase,0.7194692100352478
histamine_receptor,0.503107477053935
histone_deacetylase_classI,0.32711247651193215
hox,0.6659230287338719
m14_carboxypeptidase,0.41748813428870607
matrix_metalloproteinase,0.4745697216485034
metallothionein,0.370549999479472
muscarinic_receptor,0.690192599434159
nadph_oxidase,0.2286575273542281
nitric_oxide_synthase,0.589677136495876
olfactory_receptors,0.6282275097093433
opsins,0.5046415849001621
p2y_receptor,0.5421910938147032
peroxidase,0.3508125321246102
peroxiredoxin,0.5337567996592066
phosphodiesterase,0.39441948663090004
rab_gtpase,0.47435008463692113
ras_gtpases,0.5363901948047812
rho_gtpase,0.5637405144077581
serine_protease,0.4371381787795708
serotonin_receptor,0.5640529472818653
steap_metalloreductase,0.19524920562347114
sulfotransferase,0.34758725717500516
taste2_receptor,0.6684802344296369
udp_glucuronosyltransferase,0.34748516486484404
