family,spearman_geodesic_gc
adam_metallopeptidase,0.2905248688273461
adamts_metallopeptidase,0.25373000399283546
adrenoceptor,0.5710186246271394
alcohol_dehydrogenase,0.3077908804464641
aldehyde_dehydrogenase,0.17548309510343602
aldo_keto_reductase,0.30385234013514295
alkaline_phosphatase,0.2913361291934268
arachidonate_lipoxygenase,0.33114542743958214
arf_gtpase,0.3900210719702326
carbonic_anhydrase,0.32357427550950113
cxc_chemokine_receptor,0.5141803444407641
cytochrome_p450,0.33420109862036795
dopamine_receptor,0.3989447772859912
ectonucleotide_pyrophosphatase,0.26676319571996754
ferritin,0.40276071986559825
flavin_monooxygenase,0.29078439350767105
globins,0.4947116817360963
glutamate_metabotropic,0.30912088029646967
glutaredoxin,0.45284874607488773
glutathione_peroxidase,0.4524706244988173
glutathione_s_transferase,0.3022418006989457
guanylate_binding_protein,0.2670004082884359
heme_oxygenase,0.5099756892857714
histamine_receptor,0.270954566408598
histone_deacetylase_classI,0.19096737515786516
histone_h4,0.7488498010189667
hox,0.48336922035340624
m14_carboxypeptidase,0.22943834812842331
matrix_metalloproteinase,0.33417350349763136
metallothionein,0.07328523214347922
muscarinic_receptor,0.5107860937033016
nadph_oxidase,0.13379789164124825
nitric_oxide_synthase,0.48071982569502114
olfactory_receptors,0.42982119568473814
opsins,0.26191622683514915
p2y_receptor,0.27214560748188127
peroxidase,0.33715930965003355
peroxiredoxin,0.4239611341765553
phosphodiesterase,0.23869355750239302
rab_gtpase,0.29083024029524635
ras_gtpases,0.3116389366695932
rho_gtpase,0.3859360503231553
serine_protease,0.3237114137545769
serotonin_receptor,0.36965907808206994
steap_metalloreductase,0.2680073727498325
sulfotransferase,0.24640769610194693
taste2_receptor,0.42051659474392705
udp_glucuronosyltransferase,0.10791009434556526
