family,spearman_geodesic_kmer
adam_metallopeptidase,0.43515686160715883
adamts_metallopeptidase,0.26767414577158805
adrenoceptor,0.6794752345282014
alcohol_dehydrogenase,0.38280436141398705
aldehyde_dehydrogenase,0.24274119677110276
aldo_keto_reductase,0.3944458151871298
alkaline_phosphatase,0.2687165775401069
arachidonate_lipoxygenase,0.48525083579172645
arf_gtpase,0.46169982948350324
carbonic_anhydrase,0.4188839239470781
cxc_chemokine_receptor,0.6913290096012538
cytochrome_p450,0.43773233422057545
dopamine_receptor,0.5783612787810888
ectonucleotide_pyrophosphatase,0.3860337905019759
ferritin,0.6621584057027607
flavin_monooxygenase,0.26094769507296756
globins,0.6409117709157748
glutamate_metabotropic,0.29597726604308566
glutaredoxin,0.6280619960480326
glutathione_peroxidase,0.6049569893164853
glutathione_s_transferase,0.44194673186041084
guanylate_binding_protein,0.35553359683794467
heme_oxygenase,0.6958221024258759
histamine_receptor,0.4931975591173518
histone_deacetylase_classI,0.2501622150113987
histone_h4,0.6816212772734512
hox,0.6622129925067596
m14_carboxypeptidase,0.3615766734160085
matrix_metalloproteinase,0.46920970750987256
metallothionein,0.40077965663324355
muscarinic_receptor,0.669035332755502
nadph_oxidase,0.251040063804104
nitric_oxide_synthase,0.6172801676366905
olfactory_receptors,0.5905785972896651
opsins,0.5330020015215589
p2y_receptor,0.554969780950065
peroxidase,0.31958204177479993
peroxiredoxin,0.5397637031901587
phosphodiesterase,0.3892314810933659
rab_gtpase,0.43026302765254515
ras_gtpases,0.5269983730744885
rho_gtpase,0.53235771302445
serine_protease,0.4030690840575339
serotonin_receptor,0.5580327638573434
steap_metalloreductase,0.18554073463600937
sulfotransferase,0.3063295985620667
taste2_receptor,0.5839633929770968
udp_glucuronosyltransferase,0.18030438070545024
