family,spearman_geodesic_speciestree
adam_metallopeptidase,0.2637711313171161
adamts_metallopeptidase,0.19491928654099314
adrenoceptor,0.574699635863987
alcohol_dehydrogenase,0.3025001736231682
aldehyde_dehydrogenase,0.21122139307764712
aldo_keto_reductase,0.3530885746318161
alkaline_phosphatase,0.20068553737284386
arachidonate_lipoxygenase,0.4385638201946296
arf_gtpase,0.2665012812963404
carbonic_anhydrase,0.24251569667246264
cxc_chemokine_receptor,0.4385873120290878
cytochrome_p450,0.32807080263983235
dopamine_receptor,0.44709557016210466
ectonucleotide_pyrophosphatase,0.25876824878885935
ferritin,0.27598399043411825
flavin_monooxygenase,0.2804249840652354
globins,0.3777448817195735
glutamate_metabotropic,0.16378348554755792
glutaredoxin,0.29782098873070173
glutathione_peroxidase,0.29913551764708035
glutathione_s_transferase,0.19034472936785646
guanylate_binding_protein,0.37938076416337285
heme_oxygenase,0.333744557329463
histamine_receptor,0.22022500947025314
histone_deacetylase_classI,0.14399478050781916
histone_h4,-0.14868609651218348
hox,0.4563268804142666
m14_carboxypeptidase,0.24690489869840052
matrix_metalloproteinase,0.3646914620682397
metallothionein,0.2644906387549941
muscarinic_receptor,0.5455522911564894
nadph_oxidase,0.12163431705420423
nitric_oxide_synthase,0.408002775198669
olfactory_receptors,0.3758653821643905
opsins,0.22479813205605384
p2y_receptor,0.42258937292383175
peroxidase,0.2915351342245945
peroxiredoxin,0.3883465095172974
phosphodiesterase,0.29265321700969793
rab_gtpase,0.23529675730415403
ras_gtpases,0.2766324786436986
rho_gtpase,0.3288393029244526
serine_protease,0.3664863784471044
serotonin_receptor,0.47964359980460997
steap_metalloreductase,0.20130549296831288
sulfotransferase,0.2399480284428826
taste2_receptor,0.4508251686551898
udp_glucuronosyltransferase,0.4350466081749504
