family,spearman_geodesic_patristic
adam_metallopeptidase,0.38840809390159386
adamts_metallopeptidase,0.27173793194730567
adrenoceptor,0.7748857893673962
alcohol_dehydrogenase,0.4248350579901381
aldehyde_dehydrogenase,0.3075020954669693
aldo_keto_reductase,0.41982915628565187
alkaline_phosphatase,0.11683285754493183
arachidonate_lipoxygenase,0.526803587678862
arf_gtpase,0.49070834531150914
carbonic_anhydrase,0.5176782036154381
cxc_chemokine_receptor,0.7311258479071906
cytochrome_p450,0.42849215922030054
dopamine_receptor,0.5982941310937179
ectonucleotide_pyrophosphatase,0.4172798229426456
ferritin,0.7646429754079137
flavin_monooxygenase,0.27830986538624464
globins,0.6051946581791446
glutamate_metabotropic,0.34854828906003726
glutaredoxin,0.6946319041602659
glutathione_peroxidase,0.3960748144747184
glutathione_s_transferase,0.38404477485560723
guanylate_binding_protein,0.4555994729907773
heme_oxygenase,0.7497200912295251
histamine_receptor,0.4856375410647514
histone_deacetylase_classI,0.3336147805017073
hox,0.64501813754693
m14_carboxypeptidase,0.37741393330025697
matrix_metalloproteinase,0.448750608677458
metallothionein,0.3370948766875247
muscarinic_receptor,0.6877000297704265
nadph_oxidase,0.22867706659177067
nitric_oxide_synthase,0.5768357128258949
olfactory_receptors,0.6236758249823189
opsins,0.4981960670009222
p2y_receptor,0.5356231140527891
peroxidase,0.3239838710545645
peroxiredoxin,0.5240042384792303
phosphodiesterase,0.38534561565194553
rab_gtpase,0.46041636708119915
ras_gtpases,0.527668536634796
rho_gtpase,0.5544302909713161
serine_protease,0.4014239606098814
serotonin_receptor,0.5603367844380291
steap_metalloreductase,0.18057677402092487
sulfotransferase,0.31607554223487677
taste2_receptor,0.5984161777682354
udp_glucuronosyltransferase,0.34040191834309486
